# Time-averaged data for fix rdf_CO_save
# TimeStep Number-of-rows
# Row c_rdf_CO_detailed[1] c_rdf_CO_detailed[2] c_rdf_CO_detailed[3]
44000 200
177 5.295 0 0.000990099
178 5.325 0 0.000990099
179 5.355 0 0.000990099
180 5.385 0 0.000990099
181 5.415 0 0.000990099
182 5.445 0 0.000990099
183 5.475 0 0.000990099
184 5.505 0 0.000990099
185 5.535 0 0.000990099
186 5.565 0 0.000990099
187 5.595 0 0.000990099
188 5.625 0 0.000990099
189 5.655 0 0.000990099
190 5.685 0 0.000990099
191 5.715 0 0.000990099
192 5.745 0 0.000990099
193 5.775 0 0.000990099
194 5.805 0 0.000990099
195 5.835 0 0.000990099
196 5.865 0 0.000990099
197 5.895 0 0.000990099
198 5.925 0 0.000990099
199 5.955 0 0.000990099
200 5.985 0 0.000990099
58300 200
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 7.06773 4.9505e-05
29 0.855 26.3412 0.000247525
30 0.885 18.4438 0.00039604
31 0.915 17.2878 0.000544554
32 0.945 16.2077 0.000693069
33 0.975 20.301 0.000891089
34 1.005 9.55357 0.000990099
35 1.035 0 0.000990099
36 1.065 0 0.000990099
37 1.095 0 0.000990099
38 1.125 0 0.000990099
39 1.155 0 0.000990099
40 1.185 0 0.000990099
41 1.215 0 0.000990099
42 1.245 0 0.000990099
43 1.275 0 0.000990099
44 1.305 0 0.000990099
45 1.335 0 0.000990099
46 1.365 0 0.000990099
47 1.395 0 0.000990099
48 1.425 0 0.000990099
49 1.455 0 0.000990099
50 1.485 0 0.000990099
51 1.515 0 0.000990099
52 1.545 0 0.000990099
53 1.575 0 0.000990099
54 1.605 0 0.000990099
55 1.635 0 0.000990099
56 1.665 0 0.000990099
57 1.695 0 0.000990099
58 1.725 0 0.000990099
59 1.755 0 0.000990099
60 1.785 0 0.000990099
61 1.815 0 0.000990099
62 1.845 0 0.000990099
63 1.875 0 0.000990099
64 1.905 0 0.000990099
65 1.935 0 0.000990099
66 1.965 0 0.000990099
67 1.995 0 0.000990099
68 2.025 0 0.000990099
69 2.055 0 0.000990099
70 2.085 0 0.000990099
71 2.115 0 0.000990099
72 2.145 0 0.000990099
73 2.175 0 0.000990099
74 2.205 0 0.000990099
75 2.235 0 0.000990099
76 2.265 0 0.000990099
77 2.295 0 0.000990099
78 2.325 0 0.000990099
79 2.355 0 0.000990099
80 2.385 0 0.000990099
81 2.415 0 0.000990099
82 2.445 0 0.000990099
83 2.475 0 0.000990099
84 2.505 0 0.000990099
85 2.535 0 0.000990099
86 2.565 0 0.000990099
87 2.595 0 0.000990099
88 2.625 0 0.000990099
89 2.655 0 0.000990099
90 2.685 0 0.000990099
91 2.715 0 0.000990099
92 2.745 0 0.000990099
93 2.775 0 0.000990099
94 2.805 0 0.000990099
95 2.835 0 0.000990099
96 2.865 0 0.000990099
97 2.895 0 0.000990099
98 2.925 0 0.000990099
99 2.955 0 0.000990099
100 2.985 0 0.000990099
101 3.015 0 0.000990099
102 3.045 0 0.000990099
103 3.075 0 0.000990099
104 3.105 0 0.000990099
105 3.135 0 0.000990099
106 3.165 0 0.000990099
107 3.195 0 0.000990099
108 3.225 0 0.000990099
109 3.255 0 0.000990099
110 3.285 0 0.000990099
111 3.315 0 0.000990099
112 3.345 0 0.000990099
113 3.375 0 0.000990099
114 3.405 0 0.000990099
115 3.435 0 0.000990099
116 3.465 0 0.000990099
117 3.495 0 0.000990099
118 3.525 0 0.000990099
119 3.555 0 0.000990099
120 3.585 0 0.000990099
121 3.615 0 0.000990099
122 3.645 0 0.000990099
123 3.675 0 0.000990099
124 3.705 0 0.000990099
125 3.735 0 0.000990099
126 3.765 0 0.000990099
127 3.795 0 0.000990099
128 3.825 0 0.000990099
129 3.855 0 0.000990099
130 3.885 0 0.000990099
131 3.915 0 0.000990099
132 3.945 0 0.000990099
133 3.975 0 0.000990099
134 4.005 0 0.000990099
135 4.035 0 0.000990099
136 4.065 0 0.000990099
137 4.095 0 0.000990099
138 4.125 0 0.000990099
139 4.155 0 0.000990099
140 4.185 0 0.000990099
141 4.215 0 0.000990099
142 4.245 0 0.000990099
143 4.275 0 0.000990099
144 4.305 0 0.000990099
145 4.335 0 0.000990099
146 4.365 0 0.000990099
147 4.395 0 0.000990099
148 4.425 0 0.000990099
149 4.455 0 0.000990099
150 4.485 0 0.000990099
151 4.515 0 0.000990099
152 4.545 0 0.000990099
153 4.575 0 0.000990099
154 4.605 0 0.000990099
155 4.635 0 0.000990099
156 4.665 0 0.000990099
157 4.695 0 0.000990099
158 4.725 0 0.000990099
159 4.755 0 0.000990099
160 4.785 0 0.000990099
161 4.815 0 0.000990099
162 4.845 0 0.000990099
163 4.875 0 0.000990099
164 4.905 0 0.000990099
165 4.935 0 0.000990099
166 4.965 0 0.000990099
167 4.995 0 0.000990099
168 5.025 0 0.000990099
169 5.055 0 0.000990099
170 5.085 0 0.000990099
171 5.115 0 0.000990099
172 5.145 0 0.000990099
173 5.175 0 0.000990099
174 5.205 0 0.000990099
175 5.235 0 0.000990099
176 5.265 0 0.000990099
177 5.295 0 0.000990099
178 5.325 0 0.000990099
179 5.355 0 0.000990099
180 5.385 0 0.000990099
181 5.415 0 0.000990099
182 5.445 0 0.000990099
183 5.475 0 0.000990099
184 5.505 0 0.000990099
185 5.535 0 0.000990099
186 5.565 0 0.000990099
187 5.595 0 0.000990099
188 5.625 0 0.000990099
189 5.655 0 0.000990099
190 5.685 0 0.000990099
191 5.715 0 0.000990099
192 5.745 0 0.000990099
193 5.775 0 0.000990099
194 5.805 0 0.000990099
195 5.835 0 0.000990099
196 5.865 0 0.000990099
197 5.895 0 0.000990099
198 5.925 0 0.000990099
199 5.955 0 0.000990099
200 5.985 0 0.000990099
58400 200
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 15.2575 9.90099e-05
28 0.825 49.5885 0.000445545
29 0.855 13.1726 0.000544554
30 0.885 12.2773 0.000643564
31 0.915 5.74273 0.000693069
32 0.945 5.38393 0.000742574
33 0.975 5.05773 0.000792079
34 1.005 4.76031 0.000841584
35 1.035 4.48837 0.000891089
36 1.065 4.23908 0.000940594
37 1.095 4.01 0.000990099
38 1.125 0 0.000990099
39 1.155 0 0.000990099
40 1.185 0 0.000990099
41 1.215 0 0.000990099
42 1.245 0 0.000990099
43 1.275 0 0.000990099
44 1.305 0 0.000990099
45 1.335 0 0.000990099
46 1.365 0 0.000990099
47 1.395 0 0.000990099
48 1.425 0 0.000990099
49 1.455 0 0.000990099
50 1.485 0 0.000990099
51 1.515 0 0.000990099
52 1.545 0 0.000990099
53 1.575 0 0.000990099
54 1.605 0 0.000990099
55 1.635 0 0.000990099
56 1.665 0 0.000990099
57 1.695 0 0.000990099
58 1.725 0 0.000990099
59 1.755 0 0.000990099
60 1.785 0 0.000990099
61 1.815 0 0.000990099
62 1.845 0 0.000990099
63 1.875 0 0.000990099
64 1.905 0 0.000990099
65 1.935 0 0.000990099
66 1.965 0 0.000990099
67 1.995 0 0.000990099
68 2.025 0 0.000990099
69 2.055 0 0.000990099
70 2.085 0 0.000990099
71 2.115 0 0.000990099
72 2.145 0 0.000990099
73 2.175 0 0.000990099
74 2.205 0 0.000990099
75 2.235 0 0.000990099
76 2.265 0 0.000990099
77 2.295 0 0.000990099
78 2.325 0 0.000990099
79 2.355 0 0.000990099
80 2.385 0 0.000990099
81 2.415 0 0.000990099
82 2.445 0 0.000990099
83 2.475 0 0.000990099
84 2.505 0 0.000990099
85 2.535 0 0.000990099
86 2.565 0 0.000990099
87 2.595 0 0.000990099
88 2.625 0 0.000990099
89 2.655 0 0.000990099
90 2.685 0 0.000990099
91 2.715 0 0.000990099
92 2.745 0 0.000990099
93 2.775 0 0.000990099
94 2.805 0 0.000990099
95 2.835 0 0.000990099
96 2.865 0 0.000990099
97 2.895 0 0.000990099
98 2.925 0 0.000990099
99 2.955 0 0.000990099
100 2.985 0 0.000990099
101 3.015 0 0.000990099
102 3.045 0 0.000990099
103 3.075 0 0.000990099
104 3.105 0 0.000990099
105 3.135 0 0.000990099
106 3.165 0 0.000990099
107 3.195 0 0.000990099
108 3.225 0 0.000990099
109 3.255 0 0.000990099
110 3.285 0 0.000990099
111 3.315 0 0.000990099
112 3.345 0 0.000990099
113 3.375 0 0.000990099
114 3.405 0 0.000990099
115 3.435 0 0.000990099
116 3.465 0 0.000990099
117 3.495 0 0.000990099
118 3.525 0 0.000990099
119 3.555 0 0.000990099
120 3.585 0 0.000990099
121 3.615 0 0.000990099
122 3.645 0 0.000990099
123 3.675 0 0.000990099
124 3.705 0 0.000990099
125 3.735 0 0.000990099
126 3.765 0 0.000990099
127 3.795 0 0.000990099
128 3.825 0 0.000990099
129 3.855 0 0.000990099
130 3.885 0 0.000990099
131 3.915 0 0.000990099
132 3.945 0 0.000990099
133 3.975 0 0.000990099
134 4.005 0 0.000990099
135 4.035 0 0.000990099
136 4.065 0 0.000990099
137 4.095 0 0.000990099
138 4.125 0 0.000990099
139 4.155 0 0.000990099
140 4.185 0 0.000990099
141 4.215 0 0.000990099
142 4.245 0 0.000990099
143 4.275 0 0.000990099
144 4.305 0 0.000990099
145 4.335 0 0.000990099
146 4.365 0 0.000990099
147 4.395 0 0.000990099
148 4.425 0 0.000990099
149 4.455 0 0.000990099
150 4.485 0 0.000990099
151 4.515 0 0.000990099
152 4.545 0 0.000990099
153 4.575 0 0.000990099
154 4.605 0 0.000990099
155 4.635 0 0.000990099
156 4.665 0 0.000990099
157 4.695 0 0.000990099
158 4.725 0 0.000990099
159 4.755 0 0.000990099
160 4.785 0 0.000990099
161 4.815 0 0.000990099
162 4.845 0 0.000990099
163 4.875 0 0.000990099
164 4.905 0 0.000990099
165 4.935 0 0.000990099
166 4.965 0 0.000990099
167 4.995 0 0.000990099
168 5.025 0 0.000990099
169 5.055 0 0.000990099
170 5.085 0 0.000990099
171 5.115 0 0.000990099
172 5.145 0 0.000990099
173 5.175 0 0.000990099
174 5.205 0 0.000990099
175 5.235 0 0.000990099
176 5.265 0 0.000990099
177 5.295 0 0.000990099
178 5.325 0 0.000990099
179 5.355 0 0.000990099
180 5.385 0 0.000990099
181 5.415 0 0.000990099
182 5.445 0 0.000990099
183 5.475 0 0.000990099
184 5.505 0 0.000990099
185 5.535 0 0.000990099
186 5.565 0 0.000990099
187 5.595 0 0.000990099
188 5.625 0 0.000990099
189 5.655 0 0.000990099
190 5.685 0 0.000990099
191 5.715 0 0.000990099
192 5.745 0 0.000990099
193 5.775 0 0.000990099
194 5.805 0 0.000990099
195 5.835 0 0.000990099
196 5.865 0 0.000990099
197 5.895 0 0.000990099
198 5.925 0 0.000990099
199 5.955 0 0.000990099
200 5.985 0 0.000990099
58500 200
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0 0
31 0.915 0 0
32 0.945 0 0
33 0.975 0 0
34 1.005 0 0
35 1.035 0 0
36 1.065 0 0
37 1.095 0 0
38 1.125 3.79899 4.9505e-05
39 1.155 3.60847 9.90099e-05
40 1.185 3.42808 0.000148515
41 1.215 0 0.000148515
42 1.245 3.10564 0.00019802
43 1.275 2.96122 0.000247525
44 1.305 2.82664 0.00029703
45 1.335 2.70104 0.000346535
46 1.365 5.16724 0.000445545
47 1.395 2.47369 0.00049505
48 1.425 2.37064 0.000544554
49 1.455 2.27389 0.000594059
50 1.485 4.3659 0.000693069
51 1.515 2.09735 0.000742574
52 1.545 4.03759 0.000841584
53 1.575 1.94262 0.000891089
54 1.605 3.74137 0.000990099
55 1.635 0 0.000990099
56 1.665 0 0.000990099
57 1.695 0 0.000990099
58 1.725 0 0.000990099
59 1.755 0 0.000990099
60 1.785 0 0.000990099
61 1.815 0 0.000990099
62 1.845 0 0.000990099
63 1.875 0 0.000990099
64 1.905 0 0.000990099
65 1.935 0 0.000990099
66 1.965 0 0.000990099
67 1.995 0 0.000990099
68 2.025 0 0.000990099
69 2.055 0 0.000990099
70 2.085 0 0.000990099
71 2.115 0 0.000990099
72 2.145 0 0.000990099
73 2.175 0 0.000990099
74 2.205 0 0.000990099
75 2.235 0 0.000990099
76 2.265 0 0.000990099
77 2.295 0 0.000990099
78 2.325 0 0.000990099
79 2.355 0 0.000990099
80 2.385 0 0.000990099
81 2.415 0 0.000990099
82 2.445 0 0.000990099
83 2.475 0 0.000990099
84 2.505 0 0.000990099
85 2.535 0 0.000990099
86 2.565 0 0.000990099
87 2.595 0 0.000990099
88 2.625 0 0.000990099
89 2.655 0 0.000990099
90 2.685 0 0.000990099
91 2.715 0 0.000990099
92 2.745 0 0.000990099
93 2.775 0 0.000990099
94 2.805 0 0.000990099
95 2.835 0 0.000990099
96 2.865 0 0.000990099
97 2.895 0 0.000990099
98 2.925 0 0.000990099
99 2.955 0 0.000990099
100 2.985 0 0.000990099
101 3.015 0 0.000990099
102 3.045 0 0.000990099
103 3.075 0 0.000990099
104 3.105 0 0.000990099
105 3.135 0 0.000990099
106 3.165 0 0.000990099
107 3.195 0 0.000990099
108 3.225 0 0.000990099
109 3.255 0 0.000990099
110 3.285 0 0.000990099
111 3.315 0 0.000990099
112 3.345 0 0.000990099
113 3.375 0 0.000990099
114 3.405 0 0.000990099
115 3.435 0 0.000990099
116 3.465 0 0.000990099
117 3.495 0 0.000990099
118 3.525 0 0.000990099
119 3.555 0 0.000990099
120 3.585 0 0.000990099
121 3.615 0 0.000990099
122 3.645 0 0.000990099
123 3.675 0 0.000990099
124 3.705 0 0.000990099
125 3.735 0 0.000990099
126 3.765 0 0.000990099
127 3.795 0 0.000990099
128 3.825 0 0.000990099
129 3.855 0 0.000990099
130 3.885 0 0.000990099
131 3.915 0 0.000990099
132 3.945 0 0.000990099
133 3.975 0 0.000990099
134 4.005 0 0.000990099
135 4.035 0 0.000990099
136 4.065 0 0.000990099
137 4.095 0 0.000990099
138 4.125 0 0.000990099
139 4.155 0 0.000990099
140 4.185 0 0.000990099
141 4.215 0 0.000990099
142 4.245 0 0.000990099
143 4.275 0 0.000990099
144 4.305 0 0.000990099
145 4.335 0 0.000990099
146 4.365 0 0.000990099
147 4.395 0 0.000990099
148 4.425 0 0.000990099
149 4.455 0 0.000990099
150 4.485 0 0.000990099
151 4.515 0 0.000990099
152 4.545 0 0.000990099
153 4.575 0 0.000990099
154 4.605 0 0.000990099
155 4.635 0 0.000990099
156 4.665 0 0.000990099
157 4.695 0 0.000990099
158 4.725 0 0.000990099
159 4.755 0 0.000990099
160 4.785 0 0.000990099
161 4.815 0 0.000990099
162 4.845 0 0.000990099
163 4.875 0 0.000990099
164 4.905 0 0.000990099
165 4.935 0 0.000990099
166 4.965 0 0.000990099
167 4.995 0 0.000990099
168 5.025 0 0.000990099
169 5.055 0 0.000990099
170 5.085 0 0.000990099
171 5.115 0 0.000990099
172 5.145 0 0.000990099
173 5.175 0 0.000990099
174 5.205 0 0.000990099
175 5.235 0 0.000990099
176 5.265 0 0.000990099
177 5.295 0 0.000990099
178 5.325 0 0.000990099
179 5.355 0 0.000990099
180 5.385 0 0.000990099
181 5.415 0 0.000990099
182 5.445 0 0.000990099
183 5.475 0 0.000990099
184 5.505 0 0.000990099
185 5.535 0 0.000990099
186 5.565 0 0.000990099
187 5.595 0 0.000990099
188 5.625 0 0.000990099
189 5.655 0 0.000990099
190 5.685 0 0.000990099
191 5.715 0 0.000990099
192 5.745 0 0.000990099
193 5.775 0 0.000990099
194 5.805 0 0.000990099
195 5.835 0 0.000990099
196 5.865 0 0.000990099
197 5.895 0 0.000990099
198 5.925 0 0.000990099
199 5.955 0 0.000990099
200 5.985 0 0.000990099
58600 200
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0 0
31 0.915 0 0
32 0.945 0 0
33 0.975 0 0
34 1.005 0 0
35 1.035 0 0
36 1.065 0 0
37 1.095 0 0
38 1.125 0 0
39 1.155 0 0
40 1.185 0 0
41 1.215 0 0
42 1.245 0 0
43 1.275 0 0
44 1.305 0 0
45 1.335 0 0
46 1.365 0 0
47 1.395 0 0
48 1.425 0 0
49 1.455 0 0
50 1.485 0 0
51 1.515 0 0
52 1.545 0 0
53 1.575 0 0
54 1.605 0 0
55 1.635 3.60533 9.90099e-05
56 1.665 5.21552 0.000247525
57 1.695 8.38751 0.00049505
58 1.725 16.2007 0.000990099
59 1.755 0 0.000990099
60 1.785 0 0.000990099
61 1.815 0 0.000990099
62 1.845 0 0.000990099
63 1.875 0 0.000990099
64 1.905 0 0.000990099
65 1.935 0 0.000990099
66 1.965 0 0.000990099
67 1.995 0 0.000990099
68 2.025 0 0.000990099
69 2.055 0 0.000990099
70 2.085 0 0.000990099
71 2.115 0 0.000990099
72 2.145 0 0.000990099
73 2.175 0 0.000990099
74 2.205 0 0.000990099
75 2.235 0 0.000990099
76 2.265 0 0.000990099
77 2.295 0 0.000990099
78 2.325 0 0.000990099
79 2.355 0 0.000990099
80 2.385 0 0.000990099
81 2.415 0 0.000990099
82 2.445 0 0.000990099
83 2.475 0 0.000990099
84 2.505 0 0.000990099
85 2.535 0 0.000990099
86 2.565 0 0.000990099
87 2.595 0 0.000990099
88 2.625 0 0.000990099
89 2.655 0 0.000990099
90 2.685 0 0.000990099
91 2.715 0 0.000990099
92 2.745 0 0.000990099
93 2.775 0 0.000990099
94 2.805 0 0.000990099
95 2.835 0 0.000990099
96 2.865 0 0.000990099
97 2.895 0 0.000990099
98 2.925 0 0.000990099
99 2.955 0 0.000990099
100 2.985 0 0.000990099
101 3.015 0 0.000990099
102 3.045 0 0.000990099
103 3.075 0 0.000990099
104 3.105 0 0.000990099
105 3.135 0 0.000990099
106 3.165 0 0.000990099
107 3.195 0 0.000990099
108 3.225 0 0.000990099
109 3.255 0 0.000990099
110 3.285 0 0.000990099
111 3.315 0 0.000990099
112 3.345 0 0.000990099
113 3.375 0 0.000990099
114 3.405 0 0.000990099
115 3.435 0 0.000990099
116 3.465 0 0.000990099
117 3.495 0 0.000990099
118 3.525 0 0.000990099
119 3.555 0 0.000990099
120 3.585 0 0.000990099
121 3.615 0 0.000990099
122 3.645 0 0.000990099
123 3.675 0 0.000990099
124 3.705 0 0.000990099
125 3.735 0 0.000990099
126 3.765 0 0.000990099
127 3.795 0 0.000990099
128 3.825 0 0.000990099
129 3.855 0 0.000990099
130 3.885 0 0.000990099
131 3.915 0 0.000990099
132 3.945 0 0.000990099
133 3.975 0 0.000990099
134 4.005 0 0.000990099
135 4.035 0 0.000990099
136 4.065 0 0.000990099
137 4.095 0 0.000990099
138 4.125 0 0.000990099
139 4.155 0 0.000990099
140 4.185 0 0.000990099
141 4.215 0 0.000990099
142 4.245 0 0.000990099
143 4.275 0 0.000990099
144 4.305 0 0.000990099
145 4.335 0 0.000990099
146 4.365 0 0.000990099
147 4.395 0 0.000990099
148 4.425 0 0.000990099
149 4.455 0 0.000990099
150 4.485 0 0.000990099
151 4.515 0 0.000990099
152 4.545 0 0.000990099
153 4.575 0 0.000990099
154 4.605 0 0.000990099
155 4.635 0 0.000990099
156 4.665 0 0.000990099
157 4.695 0 0.000990099
158 4.725 0 0.000990099
159 4.755 0 0.000990099
160 4.785 0 0.000990099
161 4.815 0 0.000990099
162 4.845 0 0.000990099
163 4.875 0 0.000990099
164 4.905 0 0.000990099
165 4.935 0 0.000990099
166 4.965 0 0.000990099
167 4.995 0 0.000990099
168 5.025 0 0.000990099
169 5.055 0 0.000990099
170 5.085 0 0.000990099
171 5.115 0 0.000990099
172 5.145 0 0.000990099
173 5.175 0 0.000990099
174 5.205 0 0.000990099
175 5.235 0 0.000990099
176 5.265 0 0.000990099
177 5.295 0 0.000990099
178 5.325 0 0.000990099
179 5.355 0 0.000990099
180 5.385 0 0.000990099
181 5.415 0 0.000990099
182 5.445 0 0.000990099
183 5.475 0 0.000990099
184 5.505 0 0.000990099
185 5.535 0 0.000990099
186 5.565 0 0.000990099
187 5.595 0 0.000990099
188 5.625 0 0.000990099
189 5.655 0 0.000990099
190 5.685 0 0.000990099
191 5.715 0 0.000990099
192 5.745 0 0.000990099
193 5.775 0 0.000990099
194 5.805 0 0.000990099
195 5.835 0 0.000990099
196 5.865 0 0.000990099
197 5.895 0 0.000990099
198 5.925 0 0.000990099
199 5.955 0 0.000990099
200 5.985 0 0.000990099
58700 200
1 0.015 0 0
2 0.045 0 0
3 0.075 0 0
4 0.105 0 0
5 0.135 0 0
6 0.165 0 0
7 0.195 0 0
8 0.225 0 0
9 0.255 0 0
10 0.285 0 0
11 0.315 0 0
12 0.345 0 0
13 0.375 0 0
14 0.405 0 0
15 0.435 0 0
16 0.465 0 0
17 0.495 0 0
18 0.525 0 0
19 0.555 0 0
20 0.585 0 0
21 0.615 0 0
22 0.645 0 0
23 0.675 0 0
24 0.705 0 0
25 0.735 0 0
26 0.765 0 0
27 0.795 0 0
28 0.825 0 0
29 0.855 0 0
30 0.885 0 0
31 0.915 0 0
32 0.945 0 0
33 0.975 0 0
34 1.005 0 0
35 1.035 0 0
36 1.065 0 0
37 1.095 0 0
38 1.125 0 0
39 1.155 0 0
40 1.185 0 0
41 1.215 0 0
42 1.245 0 0
43 1.275 0 0
44 1.305 0 0
45 1.335 0 0
46 1.365 0 0
47 1.395 2.47335 4.9505e-05
48 1.425 4.74062 0.000148515
49 1.455 2.27358 0.00019802
50 1.485 4.36529 0.00029703
51 1.515 2.09706 0.000346535
52 1.545 4.03468 0.000445545
53 1.575 3.88422 0.000544554
54 1.605 3.74038 0.000643564
55 1.635 3.60438 0.000742574
56 1.665 5.2135 0.000891089
57 1.695 3.35372 0.000990099
58 1.725 0 0.000990099
59 1.755 0 0.000990099
60 1.785 0 0.000990099
61 1.815 0 0.000990099
62 1.845 0 0.000990099
63 1.875 0 0.000990099
64 1.905 0 0.000990099
65 1.935 0 0.000990099
66 1.965 0 0.000990099
67 1.995 0 0.000990099
68 2.025 0 0.000990099
69 2.055 0 0.000990099
70 2.085 0 0.000990099
71 2.115 0 0.000990099
72 2.145 0 0.000990099
73 2.175 0 0.000990099
74 2.205 0 0.000990099
75 2.235 0 0.000990099
76 2.265 0 0.000990099
77 2.295 0 0.000990099
78 2.325 0 0.000990099
79 2.355 0 0.000990099
80 2.385 0 0.000990099
81 2.415 0 0.000990099
82 2.445 0 0.000990099
83 2.475 0 0.000990099
84 2.505 0 0.000990099
85 2.535 0 0.000990099
86 2.565 0 0.000990099
87 2.595 0 0.000990099
88 2.625 0 0.000990099
89 2.655 0 0.000990099
90 2.685 0 0.000990099
91 2.715 0 0.000990099
92 2.745 0 0.000990099
93 2.775 0 0.000990099
94 2.805 0 0.000990099
95 2.835 0 0.000990099
96 2.865 0 0.000990099
97 2.895 0 0.000990099
98 2.925 0 0.000990099
99 2.955 0 0.000990099
100 2.985 0 0.000990099
101 3.015 0 0.000990099
102 3.045 0 0.000990099
103 3.075 0 0.000990099
104 3.105 0 0.000990099
105 3.135 0 0.000990099
106 3.165 0 0.000990099
107 3.195 0 0.000990099
108 3.225 0 0.000990099
109 3.255 0 0.000990099
110 3.285 0 0.000990099
111 3.315 0 0.000990099
112 3.345 0 0.000990099
113 3.375 0 0.000990099
114 3.405 0 0.000990099
115 3.435 0 0.000990099
116 3.465 0 0.000990099
117 3.495 0 0.000990099
118 3.525 0 0.000990099
119 3.555 0 0.000990099
120 3.585 0 0.000990099
121 3.615 0 0.000990099
122 3.645 0 0.000990099
123 3.675 0 0.000990099
124 3.705 0 0.000990099
125 3.735 0 0.000990099
126 3.765 0 0.000990099
127 3.795 0 0.000990099
128 3.825 0 0.000990099
129 3.855 0 0.000990099
130 3.885 0 0.000990099
131 3.915 0 0.000990099
132 3.945 0 0.000990099
133 3.975 0 0.000990099
134 4.005 0 0.000990099
135 4.035 0 0.000990099
136 4.065 0 0.000990099
137 4.095 0 0.000990099
138 4.125 0 0.000990099
139 4.155 0 0.000990099
140 4.185 0 0.000990099
141 4.215 0 0.000990099
142 4.245 0 0.000990099
143 4.275 0 0.000990099
144 4.305 0 0.000990099
145 4.335 0 0.000990099
146 4.365 0 0.000990099
147 4.395 0 0.000990099
148 4.425 0 0.000990099
149 4.455 0 0.000990099
150 4.485 0 0.000990099
151 4.515 0 0.000990099
152 4.545 0 0.000990099
153 4.575 0 0.000990099
154 4.605 0 0.000990099
155 4.635 0 0.000990099
156 4.665 0 0.000990099
157 4.695 0 0.000990099
158 4.725 0 0.000990099
159 4.755 0 0.000990099
160 4.785 0 0.000990099
161 4.815 0 0.000990099
162 4.845 0 0.000990099
163 4.875 0 0.000990099
164 4.905 0 0.000990099
165 4.935 0 0.000990099
166 4.965 0 0.000990099
167 4.995 0 0.000990099
168 5.025 0 0.000990099
169 5.055 0 0.000990099
170 5.085 0 0.000990099
171 5.115 0 0.000990099
172 5.145 0 0.000990099
173 5.175 0 0.000990099
174 5.205 0 0.000990099
175 5.235 0 0.000990099
176 5.265 0 0.000990099
177 5.295 0 0.000990099
178 5.325 0 0.000990099
179 5.355 0 0.000990099
180 5.385 0 0.000990099
181 5.415 0 0.000990099
182 5.445 0 0.000990099
183 5.475 0 0.000990099
184 5.505 0 0.000990099
185 5.535 0 0.000990099
186 5.565 0 0.000990099
187 5.595 0 0.000990099
188 5.625 0 0.000990099
189 5.655 0 0.000990099
190 5.685 0 0.000990099
191 5.715 0 0.000990099
192 5.745 0 0.000990099
193 5.775 0 0.000990099
